EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,GastoMensualHogar,PobrezaMonetaria
19,Mujer,11,1.57,Español,Secundaria,20,Informal,3110.8500000000004,Urbana,Cedida,Adobe,1,1,1,1,0,Costa,3696.39,0
22,Mujer,1,3.24,Español,Secundaria,2,Informal,1162.65,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1188.93,1
56,Hombre,8,1.6,Español,Primaria,3,Informal,8420.61,Rural,Cedida,Ladrillo/Cemento,0,0,1,0,1,Sierra,6339.6,0
49,Hombre,11,4.14,Español,Secundaria,15,Formal,8154.0,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,7633.52,0
70,Hombre,2,1.88,Español,Secundaria,20,Informal,3236.91,Urbana,Cedida,Ladrillo/Cemento,0,1,1,0,0,Selva,3428.48,0
35,Hombre,8,1.83,Español,Primaria,7,Informal,7533.09,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,7094.8,1
25,Mujer,8,1.01,Español,Primaria,13,Informal,2111.2799999999997,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1663.57,0
69,Hombre,1,0.66,Español,Primaria,16,Informal,7769.34,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,6737.65,0
67,Hombre,9,0.24,Español,Secundaria,7,Desempleado,1500.57,Urbana,Propia,Madera/Esteras,0,0,1,0,1,Costa,1313.34,1
71,Hombre,7,4.51,Español,Ninguno,1,Informal,4668.96,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Sierra,3578.75,1
33,Mujer,8,1.21,Otra,Secundaria,7,Informal,9984.84,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,8257.7,0
49,Hombre,3,2.36,Español,Superior,7,Informal,4891.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,4741.31,1
34,Hombre,9,3.94,Español,Superior,7,Formal,6195.8099999999995,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,0,Costa,5507.15,1
55,Hombre,6,1.21,Español,Primaria,19,Informal,5095.47,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Sierra,5133.29,1
38,Mujer,6,4.91,Español,Ninguno,3,Informal,20725.920000000002,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,14694.21,0
68,Mujer,11,4.73,Español,Primaria,8,Desempleado,2159.64,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,2095.14,1
42,Mujer,11,2.02,Quechua,Primaria,18,Formal,4880.61,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Sierra,3662.28,1
58,Hombre,10,1.19,Español,Secundaria,20,Informal,4628.700000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,4153.27,1
48,Hombre,2,0.29,Español,Secundaria,1,Informal,3840.09,Urbana,Propia,Adobe,0,0,1,0,0,Costa,3339.91,1
33,Hombre,2,1.13,Español,Ninguno,9,Informal,2990.1000000000004,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,3132.68,1
44,Hombre,10,4.76,Español,Ninguno,5,Formal,5327.97,Urbana,Propia,Adobe,1,1,1,1,0,Costa,5220.57,1
58,Mujer,3,1.55,Español,Secundaria,13,Formal,2971.2,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,2410.75,0
42,Hombre,2,0.11,Español,Secundaria,21,Formal,1311.75,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,1526.65,0
25,Hombre,2,1.99,Español,Ninguno,18,Formal,5521.86,Rural,Propia,Adobe,1,1,1,1,0,Costa,5143.74,0
30,Mujer,10,2.18,Español,Secundaria,7,Informal,1488.84,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1189.38,1
59,Mujer,3,0.59,Español,Ninguno,19,Informal,3672.63,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,3110.06,0
30,Hombre,3,3.69,Español,Secundaria,19,Informal,1445.07,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,1183.12,0
70,Hombre,1,1.37,Quechua,Secundaria,9,Desempleado,916.3199999999999,Rural,Propia,Adobe,1,1,1,1,0,Costa,781.18,1
71,Hombre,11,4.92,Español,Primaria,8,Informal,1588.9499999999998,Urbana,Cedida,Ladrillo/Cemento,1,1,0,1,1,Costa,1532.07,1
65,Hombre,10,4.46,Español,Superior,12,Desempleado,20302.98,Rural,Cedida,Adobe,1,1,1,0,0,Costa,21599.15,0
37,Hombre,6,4.51,Español,Secundaria,11,Desempleado,3824.3999999999996,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,3924.91,1
32,Hombre,3,4.95,Español,Secundaria,4,Informal,11196.81,Rural,Cedida,Ladrillo/Cemento,1,0,1,1,0,Costa,7940.24,0
44,Mujer,5,2.51,Aymara,Secundaria,5,Formal,5445.15,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,3877.15,0
24,Hombre,8,1.59,Español,Primaria,18,Informal,12551.369999999999,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Selva,13482.89,0
69,Hombre,11,4.65,Quechua,Primaria,20,Informal,9180.66,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,9416.38,1
64,Hombre,11,0.97,Español,Primaria,16,Formal,8477.34,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,7021.95,0
59,Hombre,3,4.36,Español,Primaria,5,Informal,8334.39,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,9268.54,0
67,Hombre,7,1.78,Español,Secundaria,7,Informal,10173.03,Urbana,Alquilada,Madera/Esteras,1,0,1,1,1,Sierra,11429.79,0
72,Mujer,2,2.81,Español,Primaria,7,Informal,18747.989999999998,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,21293.2,0
20,Mujer,4,0.65,Español,Secundaria,1,Informal,9681.42,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,7871.39,0
61,Hombre,8,0.74,Español,Secundaria,16,Informal,5780.91,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,6609.61,1
54,Hombre,11,0.54,Español,Superior,21,Desempleado,2504.19,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,2658.95,1
54,Mujer,7,2.99,Español,Primaria,4,Informal,14885.550000000001,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,12526.5,0
29,Hombre,5,3.22,Español,Secundaria,6,Formal,6314.58,Urbana,Propia,Adobe,1,0,1,0,0,Sierra,7371.58,1
67,Hombre,8,3.45,Español,Primaria,19,Formal,13729.71,Rural,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,9701.4,0
76,Hombre,6,1.1,Español,Primaria,18,Informal,7750.349999999999,Rural,Alquilada,Adobe,1,1,1,0,1,Sierra,7600.85,0
49,Hombre,8,0.55,Español,Secundaria,14,Informal,2620.11,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,2618.95,1
39,Hombre,3,0.62,Español,Primaria,15,Informal,8770.23,Rural,Propia,Adobe,1,1,1,1,0,Costa,9010.45,0
58,Mujer,3,1.15,Español,Ninguno,5,Formal,8640.42,Rural,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,7934.53,0
56,Hombre,2,3.25,Español,Primaria,10,Informal,4102.29,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,3285.59,0
77,Mujer,7,3.35,Español,Ninguno,1,Formal,7760.82,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,0,Costa,9159.79,1
37,Mujer,1,1.59,Español,Superior,19,Formal,9724.47,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,7760.73,0
69,Hombre,6,1.76,Español,Primaria,6,Informal,4344.03,Urbana,Alquilada,Madera/Esteras,1,1,1,1,1,Costa,3411.34,1
75,Hombre,10,2.03,Español,Ninguno,12,Formal,12536.76,Rural,Propia,Adobe,0,0,1,0,1,Costa,14965.92,0
24,Mujer,10,0.85,Quechua,Secundaria,18,Informal,2861.55,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,2411.17,0
19,Hombre,1,3.62,Español,Primaria,4,Formal,10067.31,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,11109.6,0
45,Mujer,7,4.9,Español,Secundaria,19,Informal,2235.1499999999996,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,1891.52,1
78,Hombre,1,2.72,Otra,Ninguno,18,Informal,14333.22,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,15717.95,0
61,Hombre,9,0.24,Español,Secundaria,21,Desempleado,4725.78,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,3873.7,0
49,Hombre,5,3.88,Español,Superior,12,Informal,2905.5299999999997,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,2144.72,1
76,Hombre,4,2.79,Español,Primaria,7,Informal,6137.25,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Sierra,7229.3,0
67,Mujer,2,2.18,Quechua,Primaria,11,Informal,26635.32,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,25155.09,0
37,Hombre,6,1.99,Español,Secundaria,17,Formal,5823.84,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,4315.74,0
33,Hombre,4,1.26,Español,Secundaria,17,Formal,7937.969999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,7797.25,0
74,Hombre,4,0.94,Español,Ninguno,1,Informal,4123.65,Rural,Propia,Adobe,0,1,1,0,1,Sierra,3552.96,1
39,Hombre,4,2.47,Español,Primaria,13,Informal,7994.3099999999995,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,6070.19,0
35,Mujer,9,4.94,Español,Primaria,17,Informal,3037.23,Urbana,Propia,Adobe,1,0,1,0,0,Costa,2405.09,0
48,Mujer,7,0.25,Español,Ninguno,14,Informal,6406.38,Rural,Alquilada,Madera/Esteras,1,1,1,0,0,Sierra,7633.71,0
75,Hombre,7,3.09,Español,Primaria,7,Formal,5068.47,Urbana,Cedida,Madera/Esteras,1,1,1,1,0,Selva,4518.31,1
53,Mujer,9,0.54,Español,Ninguno,19,Desempleado,2663.55,Rural,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,2602.05,0
21,Mujer,3,3.8,Español,Superior,7,Formal,9414.93,Urbana,Cedida,Ladrillo/Cemento,1,0,1,1,1,Costa,8751.5,0
60,Mujer,5,2.26,Español,Primaria,8,Informal,3221.04,Rural,Propia,Madera/Esteras,0,1,1,0,0,Sierra,2361.87,1
47,Hombre,6,4.41,Quechua,Primaria,5,Informal,9130.86,Urbana,Cedida,Adobe,0,1,1,1,1,Selva,10849.22,1
61,Hombre,8,1.57,Español,Ninguno,19,Desempleado,9366.36,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,8784.85,0
57,Hombre,2,4.96,Español,Primaria,15,Formal,17383.89,Urbana,Propia,Adobe,1,1,1,1,1,Costa,16804.9,0
38,Hombre,7,4.83,Español,Secundaria,16,Formal,19762.260000000002,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,21346.0,0
58,Mujer,11,4.79,Español,Primaria,11,Formal,14364.36,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,14912.64,1
45,Hombre,8,3.9,Español,Secundaria,6,Desempleado,2496.12,Urbana,Alquilada,Adobe,0,1,0,1,0,Sierra,2964.58,1
25,Hombre,9,0.97,Español,Secundaria,0,Informal,16361.49,Rural,Propia,Adobe,1,1,1,1,0,Costa,12692.56,0
72,Hombre,7,2.25,Quechua,Ninguno,10,Informal,8488.650000000001,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,0,Selva,6717.65,0
63,Hombre,1,0.38,Español,Primaria,2,Formal,2166.54,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,2180.99,1
31,Hombre,11,3.9,Español,Secundaria,16,Informal,5749.950000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Selva,6216.64,1
54,Hombre,5,2.04,Español,Primaria,5,Informal,6468.030000000001,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Sierra,5383.35,0
27,Hombre,10,3.5,Español,Primaria,20,Informal,14098.829999999998,Rural,Propia,Ladrillo/Cemento,1,1,0,0,1,Costa,14783.04,0
21,Hombre,2,4.4,Español,Secundaria,11,Informal,13693.380000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,10595.31,0
20,Mujer,5,4.4,Español,Primaria,4,Desempleado,19613.4,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,1,0,Sierra,17652.54,0
35,Mujer,3,0.53,Español,Primaria,12,Desempleado,15121.199999999999,Urbana,Cedida,Adobe,1,0,1,0,1,Costa,16792.34,0
46,Hombre,6,1.93,Español,Superior,11,Informal,4575.84,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,3761.74,1
59,Hombre,3,3.68,Quechua,Secundaria,19,Informal,2722.83,Urbana,Alquilada,Adobe,1,0,0,0,1,Costa,1997.56,0
67,Hombre,7,2.41,Español,Primaria,20,Formal,9621.39,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Selva,7999.58,0
79,Hombre,6,4.09,Español,Primaria,13,Informal,8270.22,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,9013.43,0
44,Hombre,4,4.79,Quechua,Secundaria,13,Informal,14037.48,Urbana,Cedida,Madera/Esteras,1,1,1,0,1,Costa,12058.44,0
49,Mujer,5,2.76,Quechua,Ninguno,15,Formal,24303.15,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,27115.03,0
48,Hombre,6,1.01,Español,Secundaria,2,Informal,5502.6,Urbana,Alquilada,Adobe,0,1,1,0,1,Selva,6567.33,1
64,Hombre,11,2.64,Español,Primaria,19,Formal,2904.09,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Costa,2153.57,1
38,Hombre,10,4.95,Español,Primaria,21,Informal,14985.150000000001,Urbana,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,11442.13,0
78,Hombre,2,0.23,Español,Superior,19,Formal,1704.21,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,1335.48,1
23,Mujer,4,3.56,Español,Secundaria,14,Formal,9219.210000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,1,Costa,10197.55,0
57,Hombre,5,2.46,Español,Primaria,15,Informal,2169.36,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1834.12,1
56,Hombre,10,3.02,Español,Secundaria,8,Formal,2094.9900000000002,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,1750.88,1
72,Hombre,6,1.89,Español,Secundaria,8,Informal,7980.6900000000005,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,6212.16,0
66,Hombre,3,4.12,Quechua,Ninguno,18,Formal,5374.65,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,4866.77,1
62,Hombre,5,1.38,Español,Secundaria,17,Informal,5319.75,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Sierra,4008.53,1
56,Hombre,9,4.84,Español,Secundaria,11,Formal,3703.9800000000005,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,3736.37,1
32,Hombre,1,1.66,Español,Ninguno,21,Informal,4354.35,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,5215.54,1
77,Hombre,11,0.21,Español,Ninguno,8,Informal,21395.64,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,23063.86,0
55,Hombre,9,3.21,Español,Secundaria,13,Formal,11454.42,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,8868.5,0
29,Hombre,10,2.72,Español,Secundaria,11,Informal,2391.06,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,2629.23,1
74,Hombre,11,1.65,Quechua,Secundaria,11,Informal,2941.41,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,2940.98,1
25,Hombre,4,1.48,Español,Ninguno,0,Formal,5090.700000000001,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,0,Costa,5147.54,1
46,Hombre,3,3.05,Español,Primaria,17,Informal,2072.2200000000003,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Sierra,2467.24,1
79,Hombre,2,2.29,Quechua,Secundaria,2,Informal,11946.81,Rural,Alquilada,Madera/Esteras,1,1,1,1,1,Costa,9030.98,0
47,Hombre,2,0.59,Español,Primaria,10,Informal,11317.56,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,9239.25,0
41,Hombre,3,1.05,Español,Primaria,16,Formal,8169.99,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,7415.45,0
70,Hombre,9,0.6,Español,Primaria,5,Formal,8501.97,Urbana,Cedida,Madera/Esteras,0,1,1,1,0,Costa,8211.14,0
39,Mujer,9,4.0,Español,Ninguno,3,Formal,9273.78,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Selva,10411.38,1
74,Hombre,1,4.87,Español,Secundaria,18,Formal,5983.62,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,4525.4,0
69,Hombre,8,4.87,Español,Secundaria,21,Informal,4976.22,Urbana,Propia,Adobe,1,1,1,0,1,Selva,4720.22,1
19,Hombre,8,0.2,Español,Ninguno,1,Formal,5414.97,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,3965.84,1
64,Hombre,3,0.43,Quechua,Secundaria,3,Informal,10482.869999999999,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Sierra,10912.61,0
18,Hombre,4,4.66,Español,Primaria,16,Informal,2625.39,Rural,Alquilada,Adobe,1,1,1,0,1,Costa,2823.1,1
41,Mujer,11,1.66,Quechua,Ninguno,17,Formal,6070.32,Rural,Cedida,Ladrillo/Cemento,1,1,1,1,0,Selva,5664.29,0
43,Hombre,7,0.33,Español,Primaria,18,Formal,1011.24,Rural,Propia,Adobe,0,1,1,0,1,Costa,836.86,1
53,Mujer,4,2.36,Español,Ninguno,20,Informal,9460.5,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,1,Costa,7884.26,0
64,Mujer,5,4.53,Quechua,Ninguno,11,Informal,12506.880000000001,Urbana,Propia,Adobe,1,1,1,0,1,Costa,11257.59,0
66,Hombre,6,2.13,Quechua,Secundaria,15,Informal,9782.130000000001,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Costa,10175.25,0
72,Hombre,5,0.76,Español,Secundaria,4,Formal,1897.59,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,1873.87,0
59,Mujer,6,3.74,Español,Primaria,21,Informal,7560.299999999999,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,6033.75,1
49,Hombre,9,1.79,Español,Secundaria,12,Formal,10825.5,Rural,Propia,Adobe,0,0,1,0,0,Costa,8249.37,0
50,Mujer,10,4.2,Español,Secundaria,17,Informal,9941.58,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,8732.74,0
24,Hombre,2,3.51,Español,Secundaria,12,Informal,15273.99,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,12266.73,0
77,Hombre,1,4.75,Español,Superior,14,Formal,3242.13,Urbana,Alquilada,Adobe,1,0,1,0,1,Selva,3111.39,0
53,Hombre,1,4.01,Español,Secundaria,10,Informal,1806.5099999999998,Rural,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1836.64,1
29,Hombre,10,4.81,Español,Primaria,20,Informal,2320.08,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,2594.86,1
31,Hombre,9,2.17,Español,Secundaria,3,Informal,11030.039999999999,Urbana,Alquilada,Adobe,1,1,1,0,1,Sierra,13209.49,0
67,Hombre,3,1.13,Español,Primaria,20,Formal,5988.72,Rural,Alquilada,Madera/Esteras,0,1,1,0,0,Costa,5859.44,1
42,Hombre,8,0.29,Quechua,Secundaria,18,Informal,2933.79,Urbana,Propia,Madera/Esteras,0,1,1,1,0,Sierra,2997.85,1
50,Hombre,4,4.15,Español,Ninguno,13,Formal,6615.539999999999,Urbana,Alquilada,Madera/Esteras,1,0,1,0,1,Sierra,7191.81,1
42,Hombre,4,3.96,Quechua,Primaria,3,Formal,6046.049999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,5862.63,0
33,Hombre,8,3.13,Español,Primaria,9,Formal,21337.44,Urbana,Alquilada,Madera/Esteras,0,1,1,0,0,Sierra,19365.11,0
28,Hombre,4,1.12,Español,Superior,19,Formal,7159.74,Rural,Cedida,Madera/Esteras,1,1,1,1,0,Sierra,7838.7,0
57,Hombre,7,0.35,Español,Ninguno,5,Informal,6056.5199999999995,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,5467.45,1
49,Hombre,4,1.94,Español,Primaria,16,Desempleado,1835.0700000000002,Urbana,Propia,Madera/Esteras,0,1,1,1,1,Costa,2075.8,1
62,Hombre,9,3.45,Español,Ninguno,19,Formal,2366.7599999999998,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,2813.45,1
64,Hombre,9,1.81,Español,Primaria,4,Formal,3708.99,Rural,Propia,Adobe,0,1,1,1,0,Sierra,3921.33,1
62,Mujer,10,0.88,Español,Superior,19,Formal,20030.64,Rural,Cedida,Ladrillo/Cemento,0,1,1,1,0,Sierra,15639.66,0
50,Hombre,5,2.78,Español,Ninguno,21,Formal,6869.82,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,0,Sierra,6544.06,0
76,Hombre,3,3.91,Español,Primaria,6,Formal,3538.6499999999996,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,3708.08,0
58,Mujer,2,2.2,Español,Secundaria,21,Formal,4712.97,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,3555.77,0
18,Mujer,9,4.49,Español,Secundaria,1,Informal,6362.16,Rural,Propia,Adobe,1,0,1,0,0,Costa,5651.43,1
70,Hombre,1,3.27,Español,Secundaria,11,Informal,9946.710000000001,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Costa,9091.21,0
72,Mujer,8,4.18,Español,Secundaria,21,Formal,3962.37,Urbana,Propia,Madera/Esteras,0,1,1,1,1,Costa,3854.56,0
43,Mujer,4,2.64,Español,Ninguno,5,Formal,1722.87,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,1608.1,1
66,Mujer,9,4.54,Español,Secundaria,1,Formal,2948.43,Rural,Propia,Adobe,1,1,1,0,1,Costa,3509.4,1
55,Mujer,6,0.38,Español,Secundaria,21,Desempleado,6180.0599999999995,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,4790.68,0
29,Hombre,6,4.59,Español,Primaria,11,Informal,1630.56,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,1460.92,1
57,Hombre,4,2.84,Aymara,Superior,9,Informal,22602.63,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,21824.26,0
72,Hombre,11,4.16,Español,Primaria,7,Formal,933.33,Rural,Propia,Madera/Esteras,0,1,1,1,0,Selva,945.69,1
64,Hombre,7,3.11,Español,Secundaria,18,Informal,5560.950000000001,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,4267.82,1
63,Hombre,6,3.75,Español,Secundaria,11,Informal,3670.08,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,4090.62,1
73,Mujer,2,2.09,Español,Primaria,6,Informal,10820.460000000001,Rural,Cedida,Ladrillo/Cemento,1,1,1,1,0,Selva,11216.23,1
20,Hombre,9,0.65,Español,Primaria,17,Informal,9132.27,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,10604.42,0
59,Mujer,6,3.68,Español,Secundaria,0,Informal,1607.0700000000002,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,1426.01,1
29,Hombre,1,4.79,Español,Ninguno,3,Informal,16758.420000000002,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,16609.3,0
55,Mujer,7,1.51,Español,Primaria,0,Informal,3698.49,Urbana,Alquilada,Adobe,0,1,1,1,0,Selva,3031.03,1
44,Hombre,8,4.18,Español,Superior,15,Formal,12456.39,Rural,Propia,Madera/Esteras,1,1,1,0,0,Sierra,13033.07,0
18,Hombre,2,2.54,Español,Secundaria,7,Desempleado,5820.4800000000005,Rural,Alquilada,Adobe,1,1,1,0,0,Sierra,4195.26,1
20,Mujer,2,2.44,Otra,Secundaria,6,Informal,2581.11,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,2801.8,0
72,Hombre,1,3.4,Español,Secundaria,0,Formal,10570.86,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,9605.07,0
53,Mujer,5,4.5,Español,Primaria,14,Desempleado,9798.45,Urbana,Propia,Adobe,1,1,1,0,0,Costa,10483.72,0
51,Mujer,2,1.25,Español,Primaria,1,Formal,1670.16,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,1451.3,1
78,Hombre,11,3.26,Español,Ninguno,3,Informal,10474.86,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Selva,7851.84,0
69,Hombre,7,2.5,Español,Primaria,8,Informal,2318.04,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,1890.92,1
29,Mujer,9,3.33,Español,Secundaria,7,Desempleado,6028.950000000001,Urbana,Alquilada,Adobe,1,1,1,1,1,Sierra,5860.28,1
44,Mujer,10,1.27,Español,Primaria,19,Formal,3531.99,Urbana,Propia,Ladrillo/Cemento,1,0,0,1,0,Sierra,2733.32,1
74,Mujer,1,4.19,Español,Ninguno,17,Formal,19054.89,Urbana,Propia,Adobe,1,0,1,0,1,Sierra,13385.37,0
70,Hombre,1,2.04,Español,Primaria,3,Formal,4348.38,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,4625.9,1
70,Hombre,11,2.03,Español,Primaria,10,Desempleado,13709.099999999999,Rural,Alquilada,Adobe,1,1,1,1,1,Selva,9952.9,0
39,Mujer,3,2.9,Español,Secundaria,1,Informal,27602.67,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,22826.23,0
31,Hombre,11,0.27,Quechua,Secundaria,10,Formal,5293.59,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,4775.26,1
64,Hombre,2,0.24,Otra,Secundaria,15,Informal,14864.130000000001,Rural,Cedida,Ladrillo/Cemento,1,1,1,1,1,Costa,12124.32,0
40,Mujer,2,0.37,Español,Secundaria,0,Informal,10197.150000000001,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,8279.21,0
26,Hombre,3,2.33,Español,Secundaria,19,Informal,4209.12,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Selva,3185.29,1
20,Hombre,2,2.57,Español,Secundaria,19,Formal,3951.24,Urbana,Propia,Adobe,1,0,1,1,1,Sierra,2878.76,1
22,Mujer,1,3.95,Aymara,Primaria,8,Informal,4993.41,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,5093.32,1
