EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,GastoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,PobrezaMonetaria
44,Mujer,3,1.83,Español,Secundaria,17,Formal,28279.350000000002,25842.18,Rural,Propia,Adobe,0,1,1,0,1,Selva,0
51,Hombre,1,1.5,Español,Ninguno,10,Desempleado,493.26,577.06,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,1
25,Hombre,4,0.24,Español,Primaria,1,Informal,35873.909999999996,42519.72,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,0,Costa,0
64,Hombre,7,2.34,Español,Primaria,10,Formal,15132.119999999999,15845.98,Urbana,Propia,Adobe,1,1,1,1,1,Selva,0
73,Hombre,6,2.04,Español,Secundaria,12,Informal,3173.94,2635.2,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Selva,0
45,Hombre,8,0.62,Quechua,Superior,1,Informal,7006.5599999999995,6191.24,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
34,Hombre,6,0.66,Español,Secundaria,7,Formal,4467.84,3588.98,Urbana,Propia,Adobe,1,1,1,0,0,Selva,1
51,Hombre,8,1.17,Español,Primaria,19,Formal,10346.76,7277.82,Rural,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,0
59,Mujer,6,2.18,Español,Primaria,4,Formal,3148.0499999999997,2250.22,Urbana,Cedida,Adobe,1,1,1,0,0,Costa,0
24,Hombre,3,2.92,Español,Secundaria,18,Informal,1761.3600000000001,1289.72,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
65,Hombre,7,0.12,Quechua,Primaria,6,Formal,12210.69,12052.83,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
45,Mujer,5,0.2,Español,Secundaria,15,Formal,1331.94,1298.14,Urbana,Propia,Adobe,1,1,1,1,1,Selva,0
65,Hombre,5,1.7,Español,Secundaria,8,Formal,5647.17,6259.34,Rural,Propia,Adobe,1,1,1,0,1,Costa,0
60,Hombre,2,1.52,Quechua,Secundaria,12,Informal,2384.8500000000004,2074.88,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
66,Hombre,9,0.99,Español,Ninguno,1,Informal,3610.32,3813.64,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
64,Mujer,7,2.58,Español,Superior,18,Formal,1977.2400000000002,2181.65,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
59,Hombre,6,1.21,Español,Ninguno,15,Informal,1987.5,1520.95,Urbana,Propia,Adobe,1,0,1,0,0,Costa,0
28,Hombre,2,1.77,Español,Ninguno,15,Informal,4187.67,4005.76,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Sierra,0
69,Mujer,7,0.57,Español,Secundaria,4,Formal,5251.7699999999995,6176.76,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
31,Hombre,9,0.58,Español,Secundaria,9,Desempleado,4604.49,4550.0,Urbana,Propia,Ladrillo/Cemento,1,0,0,0,0,Costa,0
57,Hombre,8,1.82,Español,Primaria,6,Informal,3788.2799999999997,2685.58,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
42,Hombre,8,0.27,Español,Secundaria,5,Informal,4855.71,4712.23,Rural,Propia,Madera/Esteras,1,1,1,1,1,Costa,0
33,Hombre,1,2.43,Quechua,Primaria,18,Informal,7589.73,7948.42,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,0
78,Hombre,2,1.71,Español,Secundaria,3,Desempleado,4575.6900000000005,3267.48,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Selva,1
32,Mujer,5,2.6,Español,Primaria,19,Informal,4794.03,3689.86,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
39,Mujer,3,0.0,Español,Secundaria,15,Informal,4357.41,5186.81,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,0
40,Hombre,7,2.18,Español,Primaria,1,Informal,31124.67,28857.18,Urbana,Alquilada,Adobe,0,1,1,1,1,Selva,1
69,Mujer,9,2.49,Español,Secundaria,5,Informal,2560.5,2876.98,Rural,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,0
20,Hombre,4,2.18,Español,Secundaria,16,Formal,14126.22,12916.1,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
34,Hombre,9,2.56,Español,Superior,3,Formal,2774.31,2766.8,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,0
48,Hombre,1,1.47,Español,Secundaria,15,Desempleado,5711.13,5870.6,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Costa,0
54,Hombre,2,0.28,Español,Secundaria,9,Formal,7508.460000000001,7701.07,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,0
31,Mujer,7,0.07,Español,Primaria,7,Informal,8743.17,8199.95,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
78,Hombre,1,2.98,Español,Secundaria,8,Formal,8148.57,8393.13,Rural,Cedida,Adobe,1,1,1,0,0,Costa,0
27,Hombre,6,2.88,Español,Primaria,15,Formal,756.1500000000001,551.59,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,1
52,Mujer,1,1.01,Quechua,Primaria,21,Formal,4582.68,3686.92,Urbana,Cedida,Adobe,1,0,1,0,1,Selva,1
41,Mujer,2,0.45,Español,Superior,10,Formal,14197.199999999999,15568.74,Rural,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,0
70,Mujer,2,1.46,Español,Ninguno,0,Informal,6108.51,5798.94,Urbana,Cedida,Madera/Esteras,1,1,1,0,0,Costa,1
57,Mujer,8,0.49,Español,Secundaria,9,Informal,2204.58,2000.15,Urbana,Propia,Adobe,1,1,1,0,1,Selva,0
28,Mujer,6,2.93,Español,Secundaria,20,Informal,21393.15,15936.02,Urbana,Propia,Adobe,1,0,0,1,1,Costa,1
25,Hombre,2,2.58,Español,Secundaria,10,Informal,2580.2400000000002,2798.35,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
42,Hombre,8,1.05,Español,Secundaria,3,Informal,2528.46,1779.39,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,1
76,Hombre,6,0.14,Español,Superior,16,Informal,4542.72,4954.69,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,0
64,Mujer,7,1.52,Español,Primaria,13,Formal,16935.18,18054.75,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1
29,Hombre,9,0.81,Quechua,Primaria,10,Informal,1150.59,1232.5,Urbana,Propia,Adobe,1,1,1,0,1,Costa,0
30,Mujer,8,0.77,Español,Primaria,19,Formal,2802.2400000000002,3361.53,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,1,1,Costa,0
48,Hombre,4,0.49,Español,Superior,13,Formal,2968.38,2719.64,Urbana,Propia,Adobe,1,1,1,0,0,Costa,0
77,Hombre,6,2.05,Español,Primaria,12,Informal,16642.920000000002,15308.6,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,0
25,Hombre,8,1.89,Español,Ninguno,16,Formal,5720.61,4217.77,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
51,Hombre,4,1.43,Español,Primaria,4,Informal,2431.5299999999997,2806.58,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
32,Hombre,4,1.55,Español,Primaria,20,Informal,2260.92,1870.28,Rural,Cedida,Ladrillo/Cemento,1,0,1,0,1,Costa,0
19,Hombre,8,0.77,Español,Superior,4,Informal,27113.19,31604.03,Urbana,Propia,Ladrillo/Cemento,1,1,0,1,1,Costa,0
67,Mujer,3,0.27,Español,Secundaria,1,Formal,28833.629999999997,33180.98,Urbana,Alquilada,Adobe,1,1,1,1,1,Selva,0
55,Hombre,8,1.78,Español,Superior,14,Informal,9408.630000000001,9240.79,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
37,Hombre,7,1.75,Español,Secundaria,9,Informal,1895.91,2019.66,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
44,Hombre,4,1.42,Español,Primaria,2,Desempleado,2994.33,3432.15,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,0
78,Hombre,6,1.66,Español,Superior,5,Informal,5152.9800000000005,4052.68,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,0
35,Hombre,1,0.1,Español,Primaria,3,Formal,59756.100000000006,43766.02,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
31,Hombre,5,2.14,Español,Secundaria,5,Informal,10803.630000000001,9579.71,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
32,Mujer,1,1.73,Español,Superior,19,Informal,6833.849999999999,6854.73,Rural,Alquilada,Ladrillo/Cemento,0,0,1,1,1,Sierra,0
66,Hombre,3,0.28,Español,Primaria,21,Desempleado,6074.1,6716.2,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
68,Hombre,5,2.18,Español,Primaria,9,Formal,4744.53,5190.47,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,0
40,Mujer,8,0.33,Español,Secundaria,21,Informal,473.09999999999997,557.41,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,1
30,Hombre,4,2.0,Español,Secundaria,14,Informal,3690.24,2770.91,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,1,Sierra,1
22,Hombre,1,0.74,Español,Superior,1,Formal,1341.78,1257.98,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,1
45,Hombre,4,0.0,Español,Ninguno,0,Informal,2738.37,3078.83,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Sierra,0
30,Hombre,6,1.36,Español,Secundaria,8,Informal,3256.71,3774.81,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
41,Hombre,7,1.12,Quechua,Superior,3,Informal,17764.41,13914.8,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
57,Hombre,8,2.89,Español,Primaria,7,Formal,18602.52,15727.92,Rural,Alquilada,Ladrillo/Cemento,1,0,1,1,0,Costa,0
64,Hombre,1,0.85,Español,Superior,15,Informal,41723.7,45465.06,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
48,Mujer,4,1.38,Español,Superior,17,Informal,6304.08,7386.68,Rural,Propia,Ladrillo/Cemento,0,1,0,0,1,Sierra,1
25,Hombre,6,2.09,Español,Secundaria,6,Informal,5457.0,5166.45,Urbana,Propia,Adobe,1,1,1,1,1,Costa,0
54,Mujer,4,1.33,Español,Secundaria,14,Informal,4823.37,5461.32,Urbana,Alquilada,Madera/Esteras,0,0,1,0,1,Costa,0
70,Hombre,2,2.24,Español,Secundaria,11,Informal,21965.31,18390.26,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,0
54,Mujer,5,2.76,Español,Primaria,2,Formal,4945.0199999999995,4420.28,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Costa,0
64,Hombre,4,0.03,Quechua,Primaria,6,Formal,12627.689999999999,11157.9,Urbana,Cedida,Madera/Esteras,1,0,1,1,1,Sierra,0
26,Mujer,4,0.95,Español,Primaria,5,Informal,26954.43,29244.98,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,0
60,Hombre,7,0.84,Español,Ninguno,10,Formal,1353.3000000000002,1154.53,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Costa,0
35,Mujer,5,2.71,Español,Secundaria,10,Informal,3297.4500000000003,2608.1,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,1
38,Hombre,4,2.29,Español,Secundaria,7,Formal,7684.77,7228.13,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,0
51,Hombre,9,1.97,Español,Primaria,5,Informal,2492.43,1899.94,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
22,Hombre,1,0.2,Español,Secundaria,4,Informal,7572.0,8737.26,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
50,Hombre,4,1.5,Español,Superior,6,Informal,10208.49,12196.72,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
32,Hombre,3,1.2,Español,Secundaria,12,Informal,25307.82,25822.63,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
72,Hombre,8,1.91,Español,Secundaria,3,Formal,4390.17,4015.36,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
78,Hombre,9,1.11,Quechua,Secundaria,19,Desempleado,4258.86,3648.54,Rural,Propia,Adobe,1,1,1,0,1,Sierra,1
62,Hombre,7,1.3,Español,Secundaria,4,Formal,9098.52,10762.86,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
36,Hombre,9,0.97,Español,Primaria,15,Informal,5657.58,4148.76,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,1,Sierra,1
23,Mujer,6,2.1,Español,Ninguno,21,Desempleado,1795.44,1746.67,Urbana,Alquilada,Adobe,1,1,1,0,1,Selva,1
62,Hombre,2,1.59,Español,Secundaria,6,Informal,2460.96,2938.02,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
72,Hombre,7,2.46,Español,Secundaria,11,Formal,11191.83,10989.07,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,0
60,Hombre,6,1.14,Español,Secundaria,19,Informal,15465.300000000001,18373.53,Urbana,Propia,Madera/Esteras,0,0,1,0,1,Costa,0
29,Mujer,7,0.37,Español,Secundaria,20,Formal,7580.73,7967.19,Urbana,Alquilada,Ladrillo/Cemento,0,0,0,0,1,Sierra,0
74,Mujer,1,0.75,Español,Secundaria,9,Formal,537.72,623.42,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,1
44,Hombre,4,0.11,Quechua,Secundaria,3,Informal,2764.68,2012.99,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Costa,0
19,Mujer,8,0.3,Aymara,Secundaria,5,Informal,7282.89,7673.68,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,1
20,Hombre,4,2.44,Español,Superior,18,Formal,5718.21,5711.01,Urbana,Propia,Adobe,1,0,1,0,1,Costa,0
19,Hombre,5,2.85,Español,Secundaria,15,Formal,5385.96,4034.63,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
67,Hombre,3,0.68,Español,Superior,21,Informal,3607.0199999999995,3642.64,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
54,Mujer,6,1.84,Español,Primaria,11,Informal,2588.7,2695.47,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,1
61,Hombre,1,1.11,Español,Superior,12,Informal,9920.849999999999,10958.81,Urbana,Alquilada,Madera/Esteras,1,1,1,0,0,Selva,0
47,Hombre,5,1.57,Español,Secundaria,4,Informal,8444.22,9994.93,Rural,Propia,Adobe,1,1,0,0,1,Sierra,0
22,Hombre,1,1.01,Español,Superior,11,Informal,5703.24,4262.13,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
77,Hombre,8,1.17,Español,Superior,3,Informal,2554.2,3026.24,Urbana,Alquilada,Madera/Esteras,1,0,1,1,0,Sierra,0
38,Hombre,7,0.98,Español,Superior,6,Formal,14805.03,15616.02,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
35,Hombre,1,1.37,Español,Secundaria,1,Informal,2608.2599999999998,1960.12,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,0
18,Hombre,9,1.5,Español,Ninguno,9,Formal,642.5999999999999,641.81,Urbana,Propia,Adobe,0,1,1,0,1,Costa,1
22,Hombre,6,1.19,Español,Secundaria,14,Formal,4585.4400000000005,4873.84,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,0
40,Hombre,4,2.18,Español,Secundaria,21,Informal,3870.3900000000003,4509.15,Rural,Propia,Adobe,0,1,1,1,1,Costa,0
53,Mujer,8,1.13,Español,Primaria,0,Formal,9726.48,11284.31,Rural,Propia,Adobe,1,1,1,0,0,Costa,0
44,Hombre,9,2.5,Español,Secundaria,21,Informal,7957.77,9048.49,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,0
48,Mujer,3,0.29,Español,Primaria,6,Informal,4980.8099999999995,4293.05,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
25,Hombre,2,1.76,Quechua,Secundaria,2,Informal,7294.710000000001,8488.03,Urbana,Propia,Adobe,1,1,0,1,0,Sierra,0
61,Hombre,1,0.44,Español,Primaria,16,Formal,2942.2799999999997,2169.43,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
55,Mujer,8,1.27,Español,Superior,12,Informal,1203.27,1212.77,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,1
77,Hombre,1,0.35,Español,Ninguno,16,Informal,877.1999999999999,746.24,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,1
20,Hombre,2,0.71,Español,Secundaria,14,Informal,6789.27,7634.34,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,0
60,Hombre,1,0.99,Español,Secundaria,9,Informal,9444.3,9926.96,Urbana,Cedida,Adobe,1,1,1,1,0,Costa,0
45,Hombre,7,2.34,Español,Ninguno,2,Formal,8718.0,9278.43,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
29,Hombre,4,1.34,Español,Secundaria,0,Informal,7618.77,8457.94,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,1
64,Hombre,5,2.15,Español,Secundaria,3,Informal,8833.98,10162.67,Urbana,Alquilada,Adobe,1,0,1,0,1,Sierra,0
74,Hombre,4,0.34,Quechua,Primaria,2,Informal,7745.849999999999,7850.2,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,0
60,Hombre,8,1.03,Español,Secundaria,13,Desempleado,3677.46,4094.8,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,1
18,Hombre,9,0.43,Español,Secundaria,21,Informal,4886.700000000001,3689.25,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,1
32,Hombre,4,1.41,Quechua,Primaria,1,Informal,7073.73,5295.67,Urbana,Propia,Adobe,1,1,0,0,0,Sierra,0
41,Hombre,2,2.7,Español,Superior,4,Informal,2062.41,2398.3,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
18,Hombre,8,2.11,Aymara,Superior,11,Desempleado,1871.58,1363.55,Urbana,Cedida,Adobe,1,1,1,0,1,Sierra,0
29,Hombre,5,1.66,Aymara,Primaria,18,Informal,25978.23,30785.64,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
73,Hombre,2,2.76,Español,Primaria,2,Informal,4779.84,4873.82,Urbana,Alquilada,Adobe,1,1,1,0,1,Selva,0
70,Hombre,3,1.81,Español,Superior,8,Formal,1559.8500000000001,1391.2,Rural,Propia,Ladrillo/Cemento,0,0,0,0,0,Costa,0
31,Hombre,3,2.19,Español,Primaria,21,Informal,2935.98,2445.2,Urbana,Alquilada,Adobe,1,1,1,0,0,Selva,0
51,Hombre,2,2.26,Quechua,Superior,15,Desempleado,18187.050000000003,20546.84,Urbana,Propia,Madera/Esteras,0,0,1,0,0,Costa,1
46,Mujer,4,2.24,Aymara,Primaria,16,Informal,1246.56,1440.08,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
50,Hombre,3,0.51,Español,Secundaria,21,Informal,1582.1100000000001,1212.43,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,1
49,Mujer,2,2.69,Español,Superior,5,Informal,47145.3,45139.84,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,0
70,Hombre,8,0.19,Español,Primaria,13,Formal,7568.400000000001,6825.2,Urbana,Propia,Adobe,1,1,0,0,0,Costa,0
79,Mujer,8,2.94,Español,Secundaria,17,Informal,4159.08,4305.24,Urbana,Propia,Adobe,0,1,1,0,1,Costa,0
24,Hombre,1,2.39,Español,Superior,1,Desempleado,6501.18,7621.85,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
74,Hombre,1,0.96,Español,Secundaria,20,Informal,9714.0,9836.92,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Costa,1
33,Mujer,8,2.32,Español,Ninguno,3,Formal,8530.23,9470.75,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Sierra,1
39,Hombre,1,2.23,Quechua,Superior,1,Formal,5300.04,4691.8,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,0,Costa,0
22,Hombre,7,2.56,Quechua,Secundaria,0,Informal,12553.920000000002,13842.86,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,1
65,Hombre,5,2.56,Español,Primaria,15,Informal,8163.57,8797.11,Urbana,Propia,Adobe,1,0,1,0,1,Sierra,0
64,Mujer,5,0.08,Español,Secundaria,15,Informal,7652.789999999999,8694.19,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
64,Hombre,7,0.29,Español,Superior,13,Desempleado,4458.84,4983.68,Urbana,Propia,Ladrillo/Cemento,0,1,0,0,1,Selva,0
57,Hombre,3,2.25,Quechua,Superior,7,Informal,545.61,519.64,Rural,Alquilada,Adobe,1,1,1,0,1,Selva,1
54,Hombre,6,2.1,Español,Primaria,15,Informal,5662.049999999999,6488.01,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,0
50,Hombre,8,1.86,Español,Superior,17,Formal,8838.869999999999,9034.36,Urbana,Propia,Ladrillo/Cemento,0,0,1,1,1,Sierra,1
47,Hombre,4,1.97,Español,Primaria,21,Formal,4318.5,3332.82,Urbana,Alquilada,Ladrillo/Cemento,0,1,0,1,1,Selva,0
79,Hombre,4,2.02,Español,Secundaria,10,Informal,6578.58,4641.79,Rural,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,0
54,Hombre,1,0.72,Español,Superior,3,Desempleado,2537.7599999999998,2168.75,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
34,Hombre,7,0.41,Español,Superior,5,Informal,3175.5299999999997,2537.32,Urbana,Propia,Adobe,1,0,1,0,0,Costa,0
55,Hombre,2,0.35,Español,Primaria,18,Informal,6446.34,7424.91,Rural,Propia,Ladrillo/Cemento,1,0,1,1,0,Sierra,0
40,Hombre,5,2.75,Quechua,Secundaria,2,Informal,9062.76,7324.94,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,0
40,Hombre,9,0.58,Español,Superior,13,Formal,3669.81,2969.79,Urbana,Alquilada,Madera/Esteras,0,1,1,0,0,Costa,1
21,Hombre,3,1.55,Español,Primaria,14,Informal,6694.98,6071.15,Urbana,Alquilada,Adobe,1,1,1,1,1,Sierra,0
53,Hombre,3,2.27,Español,Ninguno,4,Formal,7039.41,7860.88,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,0,Costa,1
74,Hombre,2,2.89,Español,Superior,18,Formal,9791.76,7227.57,Urbana,Cedida,Adobe,0,1,1,0,1,Sierra,0
67,Hombre,3,0.53,Quechua,Secundaria,6,Desempleado,15192.84,11045.27,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Costa,0
53,Hombre,4,2.47,Español,Superior,19,Formal,6778.17,7179.5,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
27,Mujer,6,2.66,Quechua,Primaria,9,Informal,7935.030000000001,7931.46,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,1
34,Mujer,4,1.6,Español,Primaria,20,Formal,1030.08,993.45,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
18,Hombre,7,2.12,Español,Superior,16,Informal,1349.22,1549.68,Urbana,Alquilada,Adobe,0,0,1,0,1,Costa,0
55,Mujer,6,0.14,Español,Ninguno,5,Informal,13871.189999999999,9808.77,Urbana,Propia,Ladrillo/Cemento,0,1,0,1,0,Costa,1
39,Hombre,9,0.46,Español,Secundaria,4,Informal,2383.98,2042.29,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,1
30,Hombre,1,2.42,Español,Primaria,12,Informal,5413.7699999999995,6425.69,Urbana,Propia,Adobe,1,1,1,1,1,Costa,0
65,Mujer,8,0.97,Español,Secundaria,12,Formal,24221.94,28562.92,Urbana,Alquilada,Madera/Esteras,0,1,1,0,1,Costa,0
36,Hombre,4,2.0,Aymara,Superior,18,Informal,3581.3999999999996,4251.36,Rural,Propia,Madera/Esteras,1,1,1,0,1,Costa,0
27,Hombre,3,2.17,Español,Primaria,2,Formal,16368.66,15317.12,Rural,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,0
71,Hombre,6,2.96,Español,Secundaria,20,Informal,527.49,546.07,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
67,Hombre,3,2.23,Español,Primaria,17,Desempleado,5250.0,4163.8,Urbana,Cedida,Adobe,1,1,1,1,1,Costa,0
66,Mujer,4,0.04,Español,Primaria,10,Formal,17886.449999999997,12555.64,Rural,Propia,Adobe,1,1,1,1,0,Selva,1
59,Hombre,2,1.68,Español,Secundaria,10,Informal,4979.61,3582.99,Urbana,Alquilada,Adobe,1,1,1,0,0,Sierra,1
29,Hombre,1,0.03,Español,Superior,15,Desempleado,19838.43,21738.7,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Selva,0
70,Hombre,4,0.95,Español,Secundaria,9,Formal,1224.75,943.37,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Selva,1
72,Hombre,8,0.67,Español,Secundaria,20,Formal,3227.13,3166.81,Urbana,Cedida,Adobe,1,0,1,0,0,Sierra,0
58,Hombre,5,2.98,Español,Secundaria,3,Informal,4344.450000000001,3212.25,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,0
73,Mujer,4,1.39,Español,Superior,19,Formal,5379.15,3850.11,Urbana,Propia,Adobe,1,1,1,1,1,Costa,0
51,Hombre,6,0.26,Español,Primaria,21,Formal,4686.51,5475.82,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,1
32,Hombre,7,2.25,Español,Primaria,13,Formal,5006.7300000000005,4241.21,Urbana,Alquilada,Adobe,0,0,0,0,0,Selva,1
60,Hombre,1,1.35,Español,Primaria,20,Formal,8126.82,7005.28,Urbana,Propia,Adobe,0,1,1,1,1,Costa,0
42,Hombre,6,1.21,Español,Secundaria,20,Formal,2583.96,2381.07,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
55,Hombre,2,0.11,Español,Superior,20,Desempleado,4184.43,3569.25,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
35,Hombre,6,0.61,Quechua,Primaria,3,Desempleado,3543.69,2812.35,Urbana,Propia,Adobe,1,1,0,1,0,Selva,1
39,Hombre,5,2.95,Español,Secundaria,20,Informal,4095.75,3553.2,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,1
