EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,TipoEmpleo,AreaResidencia,Region,AccesoAguaPotable,AccesoSaneamiento,Hacinamiento,PoseeActivos,TenenciaVivienda,MaterialParedes,AccesoElectricidad,AniosEstudioJefeHogar,IngresoMensualHogar,GastoMensualHogar,PobrezaMonetaria
50,Mujer,8,1.71,Español,Primaria,Informal,Urbana,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,5,3371.66,2976.3,0
44,Hombre,2,1.41,Español,Primaria,Formal,Rural,Costa,0,1,0,0,Alquilada,Ladrillo/Cemento,0,4,2896.14,3204.31,0
63,Hombre,4,1.01,Español,Superior,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,21,5173.5,6155.63,0
37,Hombre,2,2.97,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,7,2869.23,2537.63,0
62,Mujer,9,2.69,Español,Secundaria,Informal,Urbana,Costa,1,0,0,1,Alquilada,Ladrillo/Cemento,1,11,1632.25,1163.52,1
44,Mujer,5,2.15,Español,Secundaria,Informal,Urbana,Sierra,0,1,1,1,Alquilada,Adobe,1,10,837.56,893.51,1
74,Hombre,7,0.61,Español,Primaria,Informal,Urbana,Sierra,1,1,1,0,Cedida,Ladrillo/Cemento,1,4,882.66,843.26,1
45,Mujer,6,0.14,Quechua,Primaria,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,3,1564.82,1370.24,1
60,Hombre,6,1.97,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,10,4895.02,5098.31,0
23,Mujer,3,0.49,Español,Secundaria,Informal,Rural,Costa,0,0,0,1,Alquilada,Ladrillo/Cemento,0,8,3452.76,3248.69,0
62,Mujer,8,0.31,Otra,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,7,1901.88,2232.22,1
29,Mujer,3,0.89,Español,Primaria,Informal,Urbana,Selva,1,1,0,0,Alquilada,Ladrillo/Cemento,1,5,1033.83,760.32,1
69,Mujer,2,1.48,Quechua,Primaria,Formal,Urbana,Selva,1,0,0,1,Alquilada,Ladrillo/Cemento,1,1,1024.41,1173.85,0
68,Hombre,9,0.42,Español,Secundaria,Informal,Rural,Selva,1,0,0,1,Propia,Ladrillo/Cemento,1,7,1081.93,1193.39,1
50,Hombre,1,2.3,Español,Primaria,Formal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,5,3045.45,3165.44,0
56,Hombre,1,2.38,Español,Secundaria,Informal,Urbana,Costa,1,1,1,0,Cedida,Adobe,1,11,1571.32,1820.81,0
78,Mujer,7,2.32,Español,Primaria,Formal,Rural,Sierra,1,0,0,1,Cedida,Ladrillo/Cemento,1,5,2049.04,1484.49,1
26,Mujer,1,0.0,Español,Superior,Informal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,14,2285.69,2367.21,0
73,Hombre,1,2.4,Español,Superior,Informal,Urbana,Costa,1,1,0,0,Cedida,Ladrillo/Cemento,1,20,4742.74,3860.68,0
70,Mujer,4,0.02,Español,Superior,Informal,Urbana,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,21,4041.4,4252.4,0
76,Hombre,6,0.62,Español,Ninguno,Formal,Urbana,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,0,2439.42,1743.71,0
53,Hombre,6,1.69,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,3,594.52,425.31,1
55,Hombre,2,0.8,Español,Secundaria,Informal,Urbana,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,7,2847.98,2682.94,0
56,Hombre,8,2.48,Español,Primaria,Informal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,1,2421.2,2570.46,1
76,Hombre,5,1.34,Español,Superior,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,12,5502.84,6266.55,0
78,Hombre,4,2.26,Español,Secundaria,Informal,Urbana,Costa,1,0,1,1,Alquilada,Adobe,1,11,2146.21,2302.91,0
52,Hombre,1,1.2,Español,Ninguno,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,0,878.03,835.68,0
67,Hombre,8,1.57,Quechua,Ninguno,Informal,Rural,Costa,1,1,0,1,Propia,Adobe,1,0,1713.48,1316.25,1
35,Hombre,7,0.24,Español,Ninguno,Formal,Rural,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,0,2917.17,2202.1,0
19,Hombre,6,2.15,Español,Primaria,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,5,1038.64,918.1,1
43,Hombre,2,1.75,Español,Superior,Formal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,15,9622.87,9833.74,0
58,Hombre,5,1.6,Español,Ninguno,Informal,Urbana,Selva,1,1,0,1,Propia,Adobe,1,0,1611.28,1266.25,1
26,Mujer,1,2.94,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Madera/Esteras,1,5,3302.03,3515.51,0
29,Hombre,7,0.32,Español,Ninguno,Informal,Rural,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,0,555.03,442.15,1
18,Hombre,1,0.64,Español,Secundaria,Informal,Urbana,Selva,1,1,0,0,Alquilada,Ladrillo/Cemento,1,9,3348.2,2440.79,0
63,Hombre,7,2.51,Español,Superior,Informal,Urbana,Selva,0,1,0,1,Alquilada,Ladrillo/Cemento,1,19,5715.86,4392.48,0
61,Hombre,4,1.8,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,4,606.7,434.6,1
38,Hombre,6,1.07,Español,Secundaria,Informal,Urbana,Costa,1,0,0,1,Alquilada,Adobe,1,9,3988.23,3093.79,0
60,Hombre,2,1.33,Quechua,Secundaria,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,11,3098.66,2173.36,0
62,Hombre,7,0.62,Español,Primaria,Formal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,0,4,3476.68,3151.42,0
71,Mujer,4,1.2,Quechua,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,1,3597.15,4285.17,0
19,Mujer,4,2.01,Español,Secundaria,Informal,Rural,Sierra,1,0,0,1,Propia,Madera/Esteras,1,11,1425.35,1614.71,1
57,Mujer,3,1.33,Español,Primaria,Informal,Rural,Costa,0,0,0,1,Propia,Ladrillo/Cemento,1,6,1283.25,966.72,0
55,Hombre,8,1.33,Quechua,Primaria,Informal,Rural,Sierra,1,1,1,1,Propia,Madera/Esteras,1,5,378.14,294.84,1
43,Hombre,5,2.04,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,4,2180.75,1623.66,0
25,Mujer,3,1.59,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Ladrillo/Cemento,1,1,1682.34,1635.03,0
68,Hombre,5,0.04,Español,Secundaria,Formal,Rural,Sierra,1,1,0,1,Propia,Adobe,1,8,1891.21,1926.38,1
46,Hombre,5,2.43,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,11,1872.58,1844.88,1
20,Hombre,5,2.3,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Cedida,Ladrillo/Cemento,0,1,3363.43,3114.73,0
43,Mujer,3,1.09,Español,Ninguno,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,0,1303.98,1038.77,0
47,Hombre,9,1.02,Español,Superior,Informal,Urbana,Selva,1,0,0,1,Alquilada,Ladrillo/Cemento,1,19,2846.63,2995.15,1
23,Hombre,4,2.44,Español,Secundaria,Formal,Urbana,Costa,1,0,0,1,Alquilada,Ladrillo/Cemento,0,10,5784.21,4751.44,0
58,Hombre,3,0.11,Español,Ninguno,Formal,Rural,Costa,0,1,0,0,Cedida,Ladrillo/Cemento,1,0,1306.51,1549.28,0
39,Hombre,6,0.05,Quechua,Ninguno,Formal,Urbana,Costa,0,0,1,1,Alquilada,Ladrillo/Cemento,1,0,6698.82,5765.6,0
45,Hombre,2,0.65,Español,Secundaria,Informal,Urbana,Selva,1,0,1,1,Propia,Ladrillo/Cemento,1,8,2178.81,1756.29,0
62,Mujer,6,1.35,Español,Superior,Formal,Urbana,Costa,1,1,1,0,Alquilada,Adobe,1,16,8804.12,8634.16,0
40,Hombre,1,1.56,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,5,1637.68,1377.12,0
52,Hombre,1,2.35,Español,Primaria,Desempleado,Urbana,Sierra,0,1,0,0,Propia,Madera/Esteras,0,4,494.73,570.52,0
60,Mujer,1,0.39,Quechua,Secundaria,Informal,Rural,Sierra,1,1,0,0,Cedida,Adobe,0,10,1376.87,1024.43,0
66,Hombre,5,1.6,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,4,673.5,533.16,1
71,Hombre,1,0.34,Español,Secundaria,Informal,Urbana,Sierra,0,1,0,1,Alquilada,Madera/Esteras,1,8,1320.1,1264.87,0
44,Hombre,2,0.52,Español,Primaria,Desempleado,Urbana,Selva,0,0,0,1,Propia,Ladrillo/Cemento,1,2,564.84,531.75,1
60,Hombre,4,2.47,Español,Ninguno,Informal,Rural,Sierra,1,0,0,0,Alquilada,Ladrillo/Cemento,1,0,1293.31,1301.34,1
66,Hombre,5,2.12,Español,Ninguno,Informal,Urbana,Selva,1,0,0,0,Alquilada,Adobe,1,0,322.13,356.85,1
58,Hombre,4,1.48,Español,Superior,Formal,Urbana,Costa,1,1,1,0,Alquilada,Ladrillo/Cemento,1,20,12504.2,11367.6,0
44,Hombre,5,0.31,Español,Ninguno,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,0,814.28,842.48,1
35,Hombre,8,1.08,Español,Secundaria,Desempleado,Rural,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,11,608.45,427.72,1
29,Hombre,8,2.98,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Alquilada,Adobe,0,9,2370.01,1875.19,1
67,Mujer,2,0.28,Español,Primaria,Desempleado,Rural,Costa,1,1,0,1,Alquilada,Adobe,1,5,693.33,549.67,1
39,Hombre,9,1.87,Español,Primaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,6,1520.34,1697.98,1
77,Hombre,6,1.09,Español,Secundaria,Formal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,0,9,4225.97,2970.23,0
47,Hombre,9,0.75,Español,Primaria,Informal,Urbana,Costa,0,0,0,1,Alquilada,Adobe,1,6,1342.83,1230.03,1
61,Hombre,3,1.62,Español,Primaria,Formal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,2,1017.84,1216.36,1
32,Mujer,7,2.25,Quechua,Primaria,Desempleado,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,0,2,723.41,834.28,1
48,Hombre,5,1.69,Español,Superior,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,20,6757.91,7585.58,0
53,Hombre,9,1.9,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,2,1446.86,1250.64,1
37,Hombre,8,1.01,Español,Superior,Informal,Urbana,Sierra,1,0,0,1,Propia,Adobe,1,15,2204.61,2104.17,1
41,Hombre,2,2.31,Español,Secundaria,Formal,Urbana,Costa,1,1,0,0,Propia,Adobe,1,8,6994.29,7128.74,0
70,Mujer,5,1.71,Español,Superior,Informal,Urbana,Selva,0,0,0,1,Alquilada,Ladrillo/Cemento,1,16,3220.4,3181.34,0
66,Hombre,1,2.29,Español,Secundaria,Informal,Urbana,Costa,1,0,0,0,Cedida,Ladrillo/Cemento,1,8,2841.48,2223.81,0
59,Hombre,8,2.56,Español,Primaria,Informal,Rural,Sierra,1,1,0,0,Propia,Adobe,1,5,680.63,544.17,1
22,Mujer,1,0.57,Español,Superior,Formal,Urbana,Selva,1,0,0,1,Alquilada,Adobe,1,18,6985.77,7254.88,0
56,Hombre,5,1.74,Español,Primaria,Formal,Urbana,Sierra,1,0,0,0,Propia,Madera/Esteras,1,4,2626.35,2401.83,0
25,Hombre,2,0.58,Español,Superior,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,0,17,4424.89,5087.08,0
45,Mujer,6,2.12,Español,Secundaria,Desempleado,Rural,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,9,1568.11,1148.51,1
19,Hombre,7,0.71,Quechua,Secundaria,Informal,Rural,Selva,0,1,0,0,Propia,Adobe,1,7,840.63,869.01,1
58,Mujer,7,0.23,Español,Primaria,Informal,Urbana,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,2,1980.6,1579.4,1
71,Hombre,7,1.54,Español,Primaria,Formal,Urbana,Costa,0,1,1,1,Propia,Madera/Esteras,0,5,5560.57,5031.04,0
57,Mujer,6,1.09,Español,Secundaria,Desempleado,Rural,Costa,1,0,0,1,Alquilada,Madera/Esteras,1,10,618.67,452.81,1
53,Mujer,8,1.26,Español,Superior,Informal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,16,2393.54,2283.1,1
29,Hombre,8,1.83,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,1,1601.92,1745.06,1
20,Mujer,5,2.35,Español,Ninguno,Informal,Urbana,Sierra,1,0,0,0,Alquilada,Ladrillo/Cemento,1,0,1646.03,1842.15,1
28,Hombre,3,0.58,Español,Primaria,Informal,Urbana,Costa,0,0,0,1,Cedida,Ladrillo/Cemento,1,2,876.38,927.4,1
51,Hombre,4,1.88,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,7,2257.57,1848.86,0
42,Mujer,7,1.12,Español,Primaria,Formal,Rural,Costa,0,0,0,1,Cedida,Ladrillo/Cemento,1,1,1687.1,1294.2,1
68,Mujer,5,1.31,Español,Superior,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,21,3170.0,2522.53,0
22,Hombre,4,2.16,Español,Superior,Informal,Urbana,Costa,1,0,0,1,Cedida,Adobe,1,13,4685.31,4078.35,0
22,Hombre,1,1.09,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,2,1507.09,1497.22,0
25,Hombre,7,1.95,Quechua,Secundaria,Formal,Rural,Costa,1,0,0,1,Propia,Ladrillo/Cemento,0,9,2908.33,2895.95,0
49,Mujer,7,0.83,Español,Secundaria,Formal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,11,2585.94,2111.98,1
73,Mujer,8,0.69,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,7,2691.8,2431.97,1
74,Mujer,3,0.68,Español,Ninguno,Formal,Urbana,Costa,1,0,1,1,Propia,Ladrillo/Cemento,1,0,3201.75,2376.91,0
22,Hombre,6,2.57,Español,Primaria,Formal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,3,4038.69,4718.2,0
60,Hombre,5,1.03,Quechua,Ninguno,Formal,Urbana,Costa,1,1,1,1,Propia,Adobe,1,0,2764.05,3204.14,0
67,Hombre,1,1.96,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,5,1513.3,1230.17,0
34,Hombre,9,2.12,Español,Primaria,Desempleado,Rural,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,4,248.48,220.85,1
46,Hombre,6,1.3,Español,Ninguno,Informal,Urbana,Sierra,1,1,1,0,Propia,Ladrillo/Cemento,1,0,1468.41,1301.89,1
68,Hombre,4,2.95,Español,Primaria,Informal,Rural,Costa,1,0,0,1,Propia,Adobe,1,2,1288.25,1022.24,1
34,Hombre,5,0.07,Español,Primaria,Informal,Urbana,Sierra,0,1,0,1,Alquilada,Ladrillo/Cemento,1,1,495.27,461.3,1
20,Hombre,3,2.69,Español,Secundaria,Formal,Urbana,Sierra,1,0,1,1,Cedida,Adobe,1,8,4440.53,3278.48,0
56,Hombre,6,2.96,Español,Primaria,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,4,1503.57,1244.76,1
72,Hombre,4,1.37,Español,Ninguno,Formal,Rural,Selva,1,1,0,1,Propia,Ladrillo/Cemento,0,0,1066.88,1137.52,1
64,Mujer,4,0.57,Español,Secundaria,Formal,Urbana,Sierra,0,0,0,1,Alquilada,Adobe,1,7,5333.0,4060.3,0
71,Mujer,3,2.85,Español,Superior,Formal,Rural,Costa,1,1,0,0,Alquilada,Adobe,0,12,7967.67,9359.05,0
56,Hombre,4,0.4,Quechua,Secundaria,Informal,Rural,Costa,1,0,0,0,Alquilada,Ladrillo/Cemento,1,9,2024.66,2411.54,0
28,Hombre,3,2.31,Español,Superior,Desempleado,Rural,Sierra,0,1,1,0,Alquilada,Ladrillo/Cemento,1,18,1357.24,1275.56,0
65,Hombre,8,0.37,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Alquilada,Madera/Esteras,1,4,2068.99,2417.0,1
57,Hombre,6,2.43,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,9,2152.54,2305.54,1
60,Mujer,3,2.94,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,9,1737.4,2069.81,0
36,Hombre,7,2.84,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,0,1861.06,1603.63,1
36,Mujer,4,1.14,Español,Primaria,Desempleado,Urbana,Costa,0,0,1,1,Alquilada,Adobe,1,6,385.27,320.68,1
55,Hombre,7,2.62,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Cedida,Ladrillo/Cemento,1,4,3202.29,3258.87,0
62,Hombre,8,0.62,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Propia,Adobe,1,3,3099.87,3485.27,1
25,Hombre,4,1.45,Aymara,Primaria,Formal,Urbana,Selva,1,1,1,0,Propia,Adobe,1,3,3257.41,3893.64,0
41,Hombre,8,1.16,Español,Primaria,Formal,Rural,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,2,998.33,731.76,1
25,Hombre,2,1.51,Español,Secundaria,Formal,Rural,Sierra,0,0,0,0,Propia,Adobe,1,8,1522.68,1421.27,0
29,Mujer,8,2.77,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,0,8,1607.42,1798.43,1
61,Mujer,4,2.08,Español,Secundaria,Formal,Urbana,Selva,0,1,0,1,Cedida,Ladrillo/Cemento,1,7,3403.15,3114.36,0
36,Mujer,8,0.79,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,0,6,1913.24,1826.29,1
52,Hombre,2,0.94,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,0,10,4620.84,4523.47,0
64,Hombre,4,2.65,Español,Primaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,2,908.83,839.55,1
41,Hombre,7,0.34,Español,Superior,Informal,Rural,Selva,1,1,1,0,Cedida,Ladrillo/Cemento,1,16,1518.53,1191.95,1
25,Hombre,3,0.84,Español,Primaria,Informal,Urbana,Selva,1,1,1,1,Propia,Ladrillo/Cemento,1,6,1134.36,1352.54,1
43,Hombre,9,1.04,Quechua,Superior,Informal,Urbana,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,21,5017.97,3998.57,0
44,Hombre,9,1.74,Español,Secundaria,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,9,6387.4,7231.24,0
60,Hombre,5,2.55,Aymara,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,9,2792.82,2480.54,0
68,Hombre,4,1.55,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,2407.93,1845.19,0
57,Hombre,9,0.37,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,4,1501.21,1765.58,1
62,Hombre,2,0.88,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Alquilada,Adobe,1,2,1896.12,2064.81,0
49,Hombre,2,0.79,Español,Superior,Informal,Rural,Selva,0,1,0,1,Propia,Ladrillo/Cemento,0,15,2323.66,2014.8,0
75,Hombre,3,2.03,Aymara,Ninguno,Desempleado,Rural,Costa,1,0,1,1,Propia,Ladrillo/Cemento,1,0,330.38,331.44,1
65,Hombre,9,2.65,Español,Primaria,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,4,835.1,799.79,1
47,Hombre,9,0.62,Español,Primaria,Formal,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,5,2040.35,2188.89,1
42,Hombre,4,1.1,Español,Superior,Desempleado,Rural,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,18,927.61,683.03,1
59,Hombre,4,1.16,Español,Secundaria,Formal,Urbana,Selva,1,1,0,1,Cedida,Ladrillo/Cemento,1,8,2256.1,1649.93,0
22,Hombre,3,2.35,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Alquilada,Madera/Esteras,1,5,2228.24,1933.34,0
29,Mujer,2,0.42,Quechua,Primaria,Desempleado,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,6,1030.2,943.78,0
65,Hombre,3,2.93,Español,Ninguno,Formal,Rural,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,0,0,1305.84,963.28,0
65,Hombre,9,2.26,Español,Secundaria,Formal,Urbana,Costa,0,1,0,1,Alquilada,Ladrillo/Cemento,1,11,3760.96,3868.56,0
38,Mujer,9,0.2,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Ladrillo/Cemento,1,4,1694.23,1299.57,1
64,Mujer,6,2.32,Español,Superior,Desempleado,Rural,Costa,1,1,1,1,Alquilada,Adobe,1,19,1833.47,1481.11,1
77,Hombre,3,2.13,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,0,Propia,Madera/Esteras,1,7,2295.9,2137.31,0
36,Hombre,8,0.88,Español,Secundaria,Informal,Rural,Selva,0,1,0,1,Alquilada,Ladrillo/Cemento,1,11,1597.67,1630.58,1
43,Hombre,6,2.75,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Madera/Esteras,1,10,2433.05,1750.81,0
48,Hombre,2,1.87,Español,Superior,Informal,Urbana,Selva,1,0,1,1,Propia,Adobe,1,21,2548.85,2086.56,0
54,Hombre,4,2.71,Español,Secundaria,Informal,Rural,Costa,0,0,0,1,Propia,Ladrillo/Cemento,1,7,1354.69,1487.9,1
18,Hombre,6,1.38,Español,Secundaria,Formal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,9,2076.84,1982.14,1
57,Hombre,8,2.09,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,0,1,943.46,836.33,1
58,Hombre,7,0.77,Quechua,Superior,Formal,Rural,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,13,5919.0,5715.77,0
44,Mujer,2,2.4,Español,Superior,Formal,Urbana,Costa,1,1,1,0,Alquilada,Ladrillo/Cemento,0,13,11655.98,10097.85,0
20,Mujer,7,2.99,Español,Secundaria,Informal,Rural,Selva,1,1,1,1,Propia,Adobe,1,9,1660.6,1305.85,1
66,Mujer,2,0.6,Español,Primaria,Informal,Rural,Sierra,0,1,0,1,Alquilada,Ladrillo/Cemento,1,4,411.61,414.78,1
66,Hombre,9,1.28,Español,Superior,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,17,3338.41,2423.94,1
55,Hombre,8,2.56,Español,Superior,Formal,Rural,Sierra,1,0,1,0,Propia,Adobe,0,20,5487.83,6357.41,0
32,Mujer,4,0.99,Español,Secundaria,Desempleado,Urbana,Selva,1,0,1,0,Cedida,Ladrillo/Cemento,1,9,557.19,625.65,1
46,Mujer,6,2.13,Español,Ninguno,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,0,1842.52,1697.76,1
52,Hombre,7,1.79,Español,Primaria,Informal,Urbana,Selva,0,1,1,1,Alquilada,Madera/Esteras,1,2,1730.68,2019.9,1
18,Hombre,5,2.33,Español,Primaria,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,4,1165.53,1286.83,1
23,Mujer,6,2.88,Español,Superior,Informal,Urbana,Costa,0,1,1,1,Alquilada,Adobe,0,16,2543.79,3010.13,0
53,Hombre,6,1.51,Español,Superior,Desempleado,Urbana,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,18,2231.5,2540.81,1
78,Hombre,7,2.88,Español,Secundaria,Informal,Urbana,Sierra,0,1,1,1,Alquilada,Ladrillo/Cemento,1,11,2731.62,2613.69,1
33,Mujer,7,1.89,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,1,985.69,1158.05,1
55,Hombre,9,0.88,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,16,3599.14,4140.83,1
45,Hombre,5,2.71,Español,Secundaria,Informal,Rural,Sierra,0,1,0,1,Propia,Adobe,1,9,1494.79,1191.65,1
39,Mujer,3,1.46,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,7,903.28,829.9,1
57,Mujer,6,0.17,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,1,4393.83,4722.3,0
57,Hombre,3,2.67,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,0,1203.06,1137.95,0
77,Mujer,4,2.54,Español,Secundaria,Formal,Urbana,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,11,4150.31,4881.28,0
42,Hombre,3,0.77,Español,Superior,Formal,Urbana,Sierra,1,1,1,1,Propia,Madera/Esteras,1,21,8821.53,7838.22,0
77,Mujer,5,1.64,Español,Superior,Informal,Urbana,Costa,0,1,1,1,Alquilada,Ladrillo/Cemento,0,20,3324.9,2502.48,0
76,Mujer,1,0.16,Quechua,Superior,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,16,5931.54,5047.59,0
74,Hombre,7,0.23,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,10,6184.94,5120.39,0
18,Hombre,1,0.37,Español,Secundaria,Informal,Rural,Sierra,1,1,0,1,Propia,Adobe,1,10,2599.78,1866.02,0
35,Hombre,8,2.5,Español,Primaria,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,3,873.63,888.53,1
56,Hombre,7,1.9,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,1,3451.54,2810.97,0
28,Hombre,7,1.6,Español,Secundaria,Formal,Urbana,Costa,0,1,1,0,Alquilada,Ladrillo/Cemento,1,9,4450.97,5048.15,0
22,Hombre,5,1.83,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,0,1692.48,1537.81,1
37,Hombre,6,2.89,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,2940.47,2536.7,0
