EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,GastoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,PobrezaMonetaria
31,Hombre,2,1.27,Quechua,Secundaria,9,Formal,3063.81,2237.04,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,0
76,Hombre,2,1.07,Español,Secundaria,16,Formal,19214.61,16429.69,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Selva,0
33,Hombre,4,1.17,Español,Secundaria,20,Informal,5690.5199999999995,4127.47,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Sierra,0
26,Hombre,1,1.08,Español,Primaria,9,Formal,780.39,904.66,Rural,Alquilada,Madera/Esteras,1,1,0,0,1,Selva,1
54,Hombre,7,2.08,Español,Secundaria,14,Formal,1897.77,2230.69,Rural,Cedida,Adobe,0,1,1,1,0,Costa,1
43,Hombre,2,0.24,Español,Secundaria,20,Informal,4674.2699999999995,3349.27,Urbana,Alquilada,Adobe,0,0,1,0,1,Costa,0
77,Hombre,5,1.72,Español,Superior,1,Informal,5632.41,6685.21,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Costa,0
29,Hombre,2,1.89,Español,Superior,10,Formal,3577.41,4281.83,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,0
41,Hombre,2,2.27,Español,Primaria,5,Informal,9262.05,8068.02,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Costa,0
22,Hombre,9,1.36,Español,Ninguno,3,Informal,5594.1,4387.79,Urbana,Propia,Adobe,0,1,1,1,0,Sierra,1
45,Hombre,4,0.98,Español,Secundaria,2,Formal,3049.6499999999996,3537.13,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,0,Costa,0
19,Hombre,7,1.66,Español,Superior,0,Formal,10687.83,8289.3,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,0
24,Hombre,6,0.04,Español,Ninguno,3,Informal,3539.6099999999997,2540.18,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,1
55,Hombre,8,1.41,Español,Secundaria,1,Formal,10315.89,10510.35,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
57,Hombre,1,0.45,Español,Secundaria,5,Desempleado,6695.37,5467.42,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
51,Mujer,3,0.34,Español,Secundaria,13,Desempleado,21291.449999999997,20462.88,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
78,Hombre,3,0.37,Español,Secundaria,21,Formal,3954.66,3695.65,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Selva,0
70,Hombre,5,0.64,Español,Primaria,6,Informal,2057.94,1660.93,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
43,Mujer,3,0.08,Español,Superior,5,Formal,2404.89,1810.77,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,1,Selva,0
49,Hombre,3,0.7,Aymara,Primaria,6,Informal,1985.52,1760.98,Urbana,Propia,Madera/Esteras,0,1,0,0,1,Sierra,1
29,Hombre,4,0.11,Español,Superior,0,Informal,5968.71,5611.59,Rural,Propia,Ladrillo/Cemento,0,0,1,0,0,Sierra,0
21,Hombre,5,2.93,Español,Superior,12,Informal,3457.41,3116.19,Urbana,Cedida,Madera/Esteras,1,0,1,1,1,Selva,0
42,Hombre,9,0.39,Español,Secundaria,19,Informal,10907.22,10127.03,Rural,Propia,Adobe,0,1,1,0,1,Sierra,0
29,Hombre,1,1.27,Español,Primaria,5,Desempleado,3998.1000000000004,4487.4,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
41,Hombre,8,0.56,Español,Primaria,19,Desempleado,2312.2200000000003,2737.62,Rural,Cedida,Ladrillo/Cemento,1,1,0,0,0,Sierra,1
71,Hombre,4,1.43,Quechua,Superior,4,Informal,5315.64,4244.47,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
32,Hombre,2,0.4,Español,Superior,15,Formal,1773.63,1975.73,Rural,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,1
43,Mujer,4,1.2,Quechua,Secundaria,17,Formal,4717.7699999999995,4414.28,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Costa,0
57,Hombre,4,1.45,Español,Secundaria,6,Informal,6072.54,4497.69,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,0
60,Hombre,7,1.2,Quechua,Secundaria,15,Informal,5481.4800000000005,4037.79,Urbana,Propia,Adobe,0,1,1,0,1,Costa,0
48,Hombre,7,1.05,Español,Secundaria,14,Formal,3711.99,4149.93,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,0
55,Hombre,1,2.59,Español,Primaria,13,Informal,5442.78,4588.35,Rural,Cedida,Adobe,0,1,1,0,0,Costa,1
39,Hombre,3,1.01,Español,Secundaria,21,Informal,5701.74,4730.33,Urbana,Cedida,Ladrillo/Cemento,1,1,0,0,0,Costa,0
39,Hombre,1,1.3,Español,Primaria,21,Informal,8985.84,6623.0,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,0
26,Mujer,2,0.83,Español,Superior,17,Formal,8421.06,7323.78,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,0
64,Hombre,5,2.74,Español,Secundaria,18,Informal,10232.25,7185.11,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
77,Mujer,5,2.52,Español,Primaria,17,Informal,5436.09,6202.32,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1
58,Hombre,3,2.09,Español,Secundaria,2,Informal,7694.43,6382.2,Urbana,Propia,Adobe,1,0,1,1,0,Sierra,0
73,Hombre,7,2.35,Español,Secundaria,1,Desempleado,5138.28,5759.0,Rural,Alquilada,Madera/Esteras,1,1,1,1,1,Sierra,0
19,Mujer,4,2.41,Español,Primaria,11,Informal,1319.52,1495.01,Rural,Propia,Adobe,1,1,1,0,1,Selva,1
42,Hombre,6,1.7,Español,Superior,17,Informal,20384.52,20183.5,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,0
75,Hombre,9,0.82,Español,Primaria,1,Informal,4243.0199999999995,3057.05,Urbana,Cedida,Madera/Esteras,1,1,1,0,0,Costa,0
46,Hombre,6,2.42,Español,Ninguno,0,Informal,3595.9800000000005,3317.53,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,1
33,Hombre,7,1.41,Quechua,Primaria,9,Formal,3722.37,3380.01,Urbana,Alquilada,Adobe,0,1,1,0,1,Selva,1
54,Mujer,9,2.47,Español,Primaria,18,Informal,11281.98,11515.13,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
22,Hombre,8,1.86,Español,Ninguno,21,Informal,6248.52,5240.01,Urbana,Cedida,Adobe,1,1,1,0,1,Costa,0
29,Mujer,2,0.31,Español,Ninguno,0,Informal,34459.74,38795.25,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Sierra,1
33,Hombre,1,1.8,Español,Superior,16,Informal,5643.299999999999,4989.83,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
46,Hombre,6,2.93,Español,Primaria,12,Informal,11634.539999999999,10419.36,Urbana,Propia,Ladrillo/Cemento,0,0,1,1,0,Costa,1
41,Hombre,5,1.24,Quechua,Secundaria,4,Informal,4796.1,4297.62,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Sierra,0
48,Mujer,2,2.82,Español,Primaria,16,Formal,3783.54,3572.55,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
25,Hombre,4,2.73,Español,Superior,0,Formal,55829.46,39554.64,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
30,Mujer,7,1.47,Quechua,Secundaria,5,Informal,8135.43,9000.2,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
79,Hombre,3,2.9,Español,Primaria,15,Informal,2703.42,3000.68,Rural,Alquilada,Adobe,1,0,1,0,1,Costa,0
30,Hombre,8,2.57,Español,Secundaria,17,Formal,7612.799999999999,7690.16,Rural,Cedida,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
37,Hombre,6,0.09,Español,Secundaria,15,Informal,4805.61,3513.04,Urbana,Propia,Madera/Esteras,0,1,1,0,0,Costa,0
30,Mujer,3,0.85,Español,Superior,1,Informal,3167.91,3272.58,Rural,Cedida,Ladrillo/Cemento,1,0,1,1,0,Selva,0
79,Mujer,7,0.55,Aymara,Superior,3,Informal,36534.3,29019.72,Rural,Cedida,Adobe,1,1,1,1,0,Sierra,1
49,Hombre,6,0.81,Español,Secundaria,4,Informal,4271.88,4205.18,Urbana,Propia,Adobe,1,0,1,0,0,Sierra,0
30,Hombre,6,2.49,Español,Primaria,4,Informal,5561.1900000000005,4124.33,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Sierra,0
78,Mujer,2,0.36,Español,Primaria,4,Formal,5306.13,5056.67,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Selva,0
22,Mujer,9,0.18,Español,Primaria,9,Informal,11797.44,10121.55,Urbana,Propia,Madera/Esteras,0,0,1,0,0,Sierra,0
44,Hombre,6,2.21,Español,Superior,5,Informal,17201.010000000002,15245.96,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,0
57,Hombre,4,1.51,Español,Secundaria,9,Informal,4119.84,3205.34,Rural,Propia,Ladrillo/Cemento,1,0,0,0,0,Sierra,1
69,Hombre,7,2.59,Español,Secundaria,11,Desempleado,11559.09,12888.09,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
31,Hombre,8,1.79,Quechua,Ninguno,18,Informal,13840.199999999999,14867.21,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
57,Mujer,7,1.29,Español,Secundaria,20,Formal,1604.28,1659.45,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,0
75,Hombre,9,0.55,Quechua,Secundaria,8,Informal,11830.83,13141.63,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
54,Hombre,5,2.67,Español,Primaria,14,Informal,9464.58,8688.94,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1
64,Hombre,7,0.62,Español,Primaria,1,Informal,3301.56,3152.3,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,1
72,Mujer,5,0.22,Quechua,Ninguno,13,Informal,17834.43,14243.01,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Costa,0
46,Mujer,7,0.67,Español,Primaria,17,Informal,11778.210000000001,9517.36,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,0
26,Hombre,1,2.97,Español,Primaria,16,Informal,9808.2,9363.85,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,1
21,Mujer,3,0.17,Español,Ninguno,1,Desempleado,4977.63,4887.82,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,0
77,Hombre,6,2.68,Español,Ninguno,15,Formal,14478.36,11051.98,Urbana,Propia,Madera/Esteras,1,0,1,1,0,Selva,1
45,Hombre,2,0.44,Español,Superior,7,Informal,11401.2,10915.32,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1
65,Hombre,2,2.5,Español,Secundaria,15,Informal,849.5699999999999,800.19,Urbana,Propia,Adobe,1,0,1,1,0,Costa,0
44,Mujer,7,2.84,Quechua,Secundaria,9,Informal,4580.82,5105.31,Rural,Propia,Ladrillo/Cemento,1,1,0,0,0,Selva,0
50,Mujer,1,0.94,Español,Secundaria,1,Desempleado,2718.48,2636.76,Rural,Alquilada,Adobe,1,0,1,1,0,Costa,0
76,Hombre,7,0.25,Español,Ninguno,21,Informal,1911.84,1429.39,Rural,Alquilada,Adobe,0,1,1,0,1,Sierra,0
49,Mujer,8,0.74,Español,Superior,6,Informal,4910.88,4934.87,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,1,Selva,0
29,Hombre,6,2.23,Español,Ninguno,21,Formal,5772.09,6809.07,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,0
60,Hombre,6,2.54,Español,Secundaria,6,Informal,27702.72,32768.89,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
59,Hombre,3,0.91,Aymara,Secundaria,7,Informal,2446.29,2521.96,Rural,Alquilada,Ladrillo/Cemento,1,1,0,0,0,Sierra,0
32,Hombre,9,0.13,Español,Secundaria,7,Formal,5771.549999999999,4725.49,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,1
31,Hombre,2,0.26,Español,Secundaria,9,Desempleado,9562.23,10120.2,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Sierra,0
32,Hombre,7,0.37,Quechua,Primaria,5,Informal,8149.68,8245.16,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1
75,Hombre,4,0.71,Español,Primaria,13,Informal,4578.84,4534.55,Rural,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Sierra,1
47,Hombre,1,1.5,Español,Primaria,10,Informal,6451.08,7153.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
24,Mujer,4,0.97,Español,Secundaria,16,Formal,3819.54,3812.89,Urbana,Propia,Madera/Esteras,1,1,0,0,0,Costa,0
46,Hombre,2,2.36,Español,Superior,16,Informal,3301.0499999999997,3410.61,Rural,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,0
49,Hombre,3,1.17,Español,Secundaria,12,Informal,2738.34,2377.08,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1
44,Hombre,7,0.36,Español,Primaria,18,Formal,7324.02,6643.55,Rural,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Costa,1
55,Hombre,3,1.51,Quechua,Secundaria,12,Informal,1114.59,867.0,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Selva,1
38,Hombre,2,0.06,Español,Primaria,12,Informal,4443.450000000001,3734.93,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Selva,0
78,Hombre,3,0.13,Español,Secundaria,17,Informal,30819.21,33340.36,Urbana,Alquilada,Adobe,1,1,1,0,1,Sierra,0
73,Mujer,4,2.1,Español,Secundaria,19,Informal,9105.33,9754.6,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
51,Mujer,8,1.7,Quechua,Secundaria,14,Informal,10931.19,12423.05,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Costa,1
34,Mujer,9,1.84,Quechua,Superior,20,Informal,5261.34,4519.86,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1
47,Hombre,9,2.64,Español,Secundaria,3,Informal,6500.82,4928.41,Urbana,Propia,Adobe,1,1,1,0,1,Costa,1
38,Hombre,7,0.99,Español,Primaria,10,Informal,5252.85,3809.9,Rural,Propia,Madera/Esteras,0,1,1,1,1,Costa,1
28,Hombre,2,2.04,Español,Primaria,17,Informal,4310.82,4965.39,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Sierra,0
76,Mujer,4,0.34,Español,Superior,2,Formal,6521.849999999999,4575.67,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
73,Hombre,7,2.22,Español,Secundaria,8,Informal,4647.57,5023.61,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
67,Hombre,4,0.0,Español,Primaria,14,Formal,10285.26,10591.42,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,0
24,Hombre,8,1.0,Español,Secundaria,21,Informal,8934.539999999999,10421.09,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,1
32,Hombre,1,1.51,Español,Ninguno,8,Informal,2555.07,2086.65,Rural,Alquilada,Ladrillo/Cemento,0,0,1,1,0,Sierra,1
24,Hombre,5,2.18,Español,Superior,1,Informal,3076.59,3094.55,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
67,Hombre,2,2.8,Español,Superior,20,Informal,4721.46,5110.67,Urbana,Cedida,Ladrillo/Cemento,0,1,1,0,0,Costa,0
18,Hombre,6,1.92,Quechua,Secundaria,12,Informal,7875.6900000000005,6060.94,Urbana,Propia,Ladrillo/Cemento,1,0,0,0,1,Selva,0
24,Mujer,6,2.91,Español,Ninguno,15,Formal,834.51,867.16,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Sierra,1
62,Hombre,5,2.63,Quechua,Secundaria,21,Formal,7007.64,6783.8,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
23,Mujer,5,1.38,Español,Primaria,1,Informal,17952.12,18022.83,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,1
41,Hombre,8,0.1,Español,Secundaria,8,Formal,16253.670000000002,13816.19,Urbana,Alquilada,Madera/Esteras,1,0,1,0,1,Selva,0
50,Mujer,9,2.4,Quechua,Secundaria,18,Informal,14270.73,11369.43,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
76,Hombre,5,0.75,Español,Secundaria,8,Formal,11783.91,12397.6,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
39,Hombre,2,1.44,Español,Secundaria,15,Informal,9982.349999999999,8782.31,Urbana,Alquilada,Madera/Esteras,1,0,1,1,1,Costa,0
30,Mujer,7,1.15,Español,Primaria,2,Desempleado,8798.67,8321.27,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,1
48,Hombre,9,2.81,Español,Secundaria,15,Informal,9828.18,11748.88,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
55,Hombre,6,2.29,Español,Primaria,3,Desempleado,13190.579999999998,10442.92,Rural,Alquilada,Ladrillo/Cemento,0,0,0,0,0,Sierra,0
48,Hombre,1,2.06,Español,Primaria,15,Informal,7483.32,5886.91,Urbana,Propia,Madera/Esteras,0,0,1,0,0,Costa,0
56,Mujer,9,2.36,Aymara,Superior,14,Informal,3200.31,2586.65,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
50,Hombre,5,2.31,Español,Secundaria,20,Informal,691.62,662.56,Rural,Alquilada,Ladrillo/Cemento,0,1,1,0,0,Sierra,1
61,Hombre,5,0.55,Español,Primaria,8,Formal,9325.17,6585.08,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,0
45,Hombre,1,0.18,Español,Secundaria,19,Formal,14741.46,17080.96,Rural,Propia,Adobe,0,1,1,0,1,Costa,1
31,Hombre,8,2.74,Español,Ninguno,14,Informal,4129.26,3919.54,Rural,Propia,Ladrillo/Cemento,1,1,0,0,0,Costa,0
43,Hombre,7,0.97,Español,Secundaria,5,Informal,4755.63,3635.02,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,1
18,Hombre,8,2.51,Quechua,Ninguno,1,Informal,1643.3999999999999,1866.02,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
72,Hombre,4,1.89,Español,Secundaria,9,Formal,6631.08,6964.06,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
74,Hombre,4,0.36,Español,Primaria,12,Informal,3167.16,2916.51,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,0
44,Mujer,6,1.98,Español,Primaria,10,Informal,5490.4800000000005,6262.48,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
50,Hombre,2,1.87,Español,Secundaria,11,Informal,4587.63,3888.9,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
63,Hombre,4,2.46,Quechua,Secundaria,13,Formal,15493.14,14212.55,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
65,Mujer,4,0.46,Español,Ninguno,9,Informal,5036.49,5049.76,Urbana,Alquilada,Adobe,1,1,1,1,1,Costa,0
38,Hombre,3,0.27,Quechua,Secundaria,14,Informal,2315.07,2540.5,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,0
44,Hombre,4,2.17,Español,Superior,17,Formal,6624.33,5709.9,Urbana,Alquilada,Adobe,1,1,1,0,1,Sierra,0
65,Mujer,2,2.72,Español,Primaria,21,Informal,8725.710000000001,9169.04,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
61,Hombre,1,0.42,Español,Secundaria,2,Informal,4266.24,5093.82,Urbana,Propia,Adobe,1,0,0,0,1,Costa,0
51,Hombre,6,2.0,Español,Superior,5,Formal,3173.88,3365.69,Rural,Cedida,Madera/Esteras,0,1,1,0,1,Selva,0
40,Hombre,3,0.21,Español,Superior,3,Formal,36182.04,28583.46,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Selva,1
63,Hombre,5,1.28,Español,Ninguno,2,Informal,1120.23,1250.04,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,1
49,Mujer,5,0.55,Español,Primaria,0,Informal,4468.71,4042.33,Rural,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1
43,Hombre,7,1.54,Quechua,Secundaria,17,Informal,4639.17,3605.08,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
73,Hombre,8,2.03,Quechua,Primaria,10,Informal,2137.59,1836.88,Urbana,Propia,Adobe,1,1,1,1,1,Costa,0
40,Hombre,7,0.46,Quechua,Superior,15,Formal,3981.96,3179.45,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Sierra,0
71,Hombre,9,2.72,Español,Secundaria,12,Formal,4133.67,2939.16,Urbana,Propia,Adobe,1,1,1,0,1,Selva,0
59,Hombre,1,2.93,Quechua,Primaria,2,Informal,6669.030000000001,6983.64,Urbana,Propia,Adobe,0,1,1,1,0,Costa,1
50,Mujer,6,0.19,Español,Secundaria,7,Formal,2140.8,1931.2,Urbana,Alquilada,Adobe,1,1,1,1,1,Costa,0
32,Hombre,3,0.78,Español,Secundaria,0,Informal,40993.8,43137.61,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,1,Sierra,0
58,Mujer,5,0.89,Español,Secundaria,4,Informal,7501.59,8785.68,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,1
38,Hombre,9,2.23,Español,Secundaria,7,Informal,6558.57,4970.76,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Selva,1
32,Hombre,2,2.16,Español,Ninguno,11,Informal,3327.96,3763.2,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1
76,Mujer,2,2.63,Español,Superior,5,Desempleado,3505.41,3744.74,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
25,Hombre,7,1.37,Español,Primaria,11,Desempleado,5194.32,5260.16,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,0,Costa,1
51,Hombre,2,0.58,Español,Superior,3,Informal,6482.73,4971.06,Urbana,Propia,Adobe,1,0,1,0,1,Sierra,0
76,Hombre,3,0.34,Español,Secundaria,13,Informal,1764.54,1718.54,Urbana,Propia,Adobe,1,1,1,1,0,Selva,1
50,Hombre,1,0.51,Español,Superior,5,Informal,5844.84,4333.92,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,0
23,Hombre,4,0.75,Español,Primaria,12,Informal,5270.34,5061.11,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
30,Mujer,4,0.32,Español,Secundaria,7,Formal,2647.4700000000003,2031.21,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
60,Hombre,7,1.4,Español,Secundaria,18,Informal,4562.46,4584.71,Urbana,Cedida,Adobe,0,1,1,0,1,Costa,0
38,Hombre,2,1.86,Español,Ninguno,0,Informal,2473.11,2149.13,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,1
22,Hombre,1,1.35,Español,Primaria,16,Informal,3245.7000000000003,3080.17,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
78,Hombre,9,1.78,Español,Ninguno,9,Informal,7298.73,5531.62,Rural,Propia,Madera/Esteras,1,1,1,0,1,Selva,1
35,Hombre,6,1.29,Español,Secundaria,17,Desempleado,3723.63,2606.58,Urbana,Propia,Adobe,1,1,0,1,0,Sierra,0
40,Hombre,1,2.73,Español,Superior,16,Informal,9187.2,10482.53,Rural,Alquilada,Adobe,0,0,1,0,0,Selva,0
67,Mujer,1,2.27,Español,Secundaria,0,Formal,5090.16,4035.32,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Selva,0
52,Hombre,9,0.69,Español,Primaria,21,Formal,16380.84,18039.56,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
77,Mujer,7,2.76,Quechua,Primaria,7,Formal,3400.59,3135.89,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,1,1,Selva,1
57,Mujer,6,1.75,Español,Primaria,0,Informal,1177.56,1242.34,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,1
23,Hombre,1,2.89,Español,Secundaria,8,Informal,2536.02,2735.88,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,0
76,Hombre,3,0.69,Español,Secundaria,13,Desempleado,9535.05,8946.9,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,0
75,Mujer,6,1.39,Español,Secundaria,10,Formal,2076.8999999999996,1825.86,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Sierra,0
20,Hombre,9,2.1,Español,Primaria,0,Informal,4878.0,4125.18,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1
70,Hombre,4,2.75,Español,Secundaria,7,Informal,3301.1099999999997,3465.31,Urbana,Propia,Adobe,1,0,0,0,0,Sierra,0
28,Hombre,2,1.53,Español,Primaria,2,Informal,1246.41,996.21,Rural,Propia,Adobe,1,1,1,0,0,Selva,1
42,Hombre,1,1.88,Quechua,Superior,11,Informal,1004.22,1053.97,Urbana,Propia,Adobe,1,0,1,0,1,Sierra,0
30,Hombre,2,2.79,Otra,Secundaria,17,Informal,18248.79,16316.22,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
23,Mujer,4,1.23,Español,Secundaria,7,Informal,2800.98,2178.73,Urbana,Propia,Adobe,1,1,1,1,1,Selva,0
58,Mujer,2,2.74,Español,Ninguno,5,Informal,2840.0099999999998,2595.18,Urbana,Propia,Madera/Esteras,0,1,1,0,0,Costa,1
22,Hombre,2,0.34,Quechua,Primaria,15,Informal,9833.73,9062.82,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,0
75,Mujer,8,1.51,Español,Primaria,9,Informal,3923.13,4632.77,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,0
44,Hombre,9,0.51,Español,Ninguno,17,Formal,6423.030000000001,7205.41,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,0,Costa,0
65,Hombre,2,1.93,Español,Superior,10,Formal,1773.69,1847.88,Urbana,Cedida,Adobe,1,1,0,0,1,Sierra,0
21,Hombre,7,2.82,Español,Secundaria,18,Formal,1968.48,1668.5,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,0
53,Hombre,3,1.59,Español,Superior,21,Formal,5196.18,5228.69,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
